3.0212765957446805 0 1:0.058887292053980564 2:0.23959640295606166 3:0.7977496932564726 4:0.7183868111438542 5:0.6106052134324589 6:0.9793304174741638
2.9230769230769234 0 1:0.060769284836727555 2:0.1372279490274884 3:0.7973497358128286 4:0.7220905777574933 5:0.6749536598615815 6:0.9648330427792725
1.3181818181818181 0 1:0.058887292053980564 2:0.16406852482194947 3:0.8211642416699667 4:0.7614736411584373 5:0.5841722096249653 6:0.8815700662652939
2.1818181818181817 0 1:0.058887292053980564 2:0.21007024789661916 3:0.7685486407026763 4:0.6832775970375723 5:0.43023702639376943 6:0.8684693037545559
3.5 0 1:0.0554526153995865 2:0.22059970807631063 3:0.5860474637147802 4:0.46112453696939715 5:0.2186683236844115 6:0.9695096903539399
2.9333333333333336 0 1:0.058887292053980564 2:0.15670786934272418 3:0.49698300937478807 4:0.3761651531627565 5:0.2694593786502162 6:0.7411592273117136
2.3157894736842106 0 1:0.07939723813096476 2:0.11881470784347212 3:0.6105590237002627 4:0.48596261683381026 5:0.3473506071394669 6:0.9016873920030167
2.9 0 1:0.058887292053980564 2:0.12142414448718347 3:0.657554710099645 4:0.5378971440566912 5:0.3523457979045187 6:0.8815700662652939
1.8461538461538463 0 1:0.05388126843863542 2:0.2772483934859483 3:0.7304150435614044 4:0.5939510666253567 5:0.5370458257935636 6:0.8759555608322007
3.5 0 1:0.0732776893352793 2:0.20696415290166045 3:0.4412315478797639 4:0.313716095368951 5:0.07789122848925072 6:0.9999051838165337
6.666666666666666 0 1:0.0554526153995865 2:0.21669729565340526 3:0.37629507667505113 4:0.2864388494801547 5:0.07789122848925072 6:0.9662360487520764
10.0 0 1:0.05388126843863542 2:0.13798932695121793 3:0.544201937356358 4:0.37950505730435613 5:0.0 6:0.9218027859841581
5.0 0 1:0.0554526153995865 2:0.32536222210675375 3:0.6751883529943912 4:0.5541907447935985 5:0.35712836175831797 6:0.8890559536510177
0.8571428571428572 0 1:0.057118366297761736 2:0.21007024789661916 3:0.4643885453957376 4:0.2783952946688183 5:0.0 6:0.930222387084947
9.0 0 1:0.06491879482663733 2:0.13491696874658787 3:0.5119870212726282 4:0.35362832530136956 5:0.4057707224063007 6:0.7022944827770136
3.5 0 1:0.08663203154664376 2:0.13912318139513544 3:0.5954182163832528 4:0.4425690647330044 5:0.2694593786502162 6:0.9016873920030167
1.161290322580645 0 1:0.060769284836727555 2:0.20075808545282905 3:0.6175937347328694 4:0.5071809922962507 5:0.4326537494098676 6:0.8647107311229042
7.333333333333333 0 1:0.057118366297761736 2:0.11066011733285809 3:0.44698680929724505 4:0.3493713749784848 5:0.2587490602637329 6:0.8680015331789734
4.4 0 1:0.0554526153995865 2:0.2990066699540973 3:0.6704271529562016 4:0.540166320508027 5:0.385888436792947 6:0.9793304174741638
0.6976744186046512 0 1:0.06967651751972175 2:0.23034730494395925 3:0.7229329846156479 4:0.638867844123296 5:0.6386825521486394 6:0.7767394741839526
3.2 0 1:0.0554526153995865 2:0.18261378968332015 3:0.6394521752430776 4:0.5187180359928054 5:0.15578245697850143 6:0.9016873920030167
2.0 0 1:0.0554526153995865 2:0.29573575603483276 3:0.7006107342818573 4:0.5541907447935985 5:0.385888436792947 6:0.9218027859841581
